ء	ʔ
مصعد	m a sˤ a ʕ a d
مصف	m a sˤ a f
مصفاة	m a sˤ a f aː a
مصفف	m a sˤ a f a f
مصفوفة	m a sˤ a f uː f a
مصفى	m a sˤ a f aː
مصفى	m a sˤ a f aː
مصل	m a sˤ a l
مصلب	m a sˤ a l a b
مصلب	m a sˤ a l a b
مصلى	m a sˤ a l aː
مصلى	m a sˤ a l aː
مصمم	m a sˤ a m a m
مصنع	m a sˤ a n a ʕ
مصنع	m a sˤ a n a ʕ
مصنع	m a sˤ a n a ʕ
مصنف	m a sˤ a n a f
مصنف	m a sˤ a n a f
مصهب	m a sˤ a h a b
مصوت	m a sˤ uː t
مصوع	m a sˤ uː ʕ
مصون	m a sˤ uː n
مصيبة	m a sˤ iː b a
مصير	m a sˤ iː r
مصيف	m a sˤ iː f
مضاجعة	m a dˤ aː d͡ʒ a ʕ a
مضاربة	m a dˤ aː r a b a
مضاعف	m a dˤ aː ʕ a f
مضايف	m a dˤ aː iː f
مضبوط	m a dˤ a b uː tˤ
مضجع	m a dˤ a d͡ʒ a ʕ
مضر	m a dˤ a r
مضرب	m a dˤ a r a b
مضرة	m a dˤ a r a
مضض	m a dˤ a dˤ
مضطهد	m a dˤ a tˤ a h a d
مضطهد	m a dˤ a tˤ a h a d
مضمار	m a dˤ a m aː r
مضمون	m a dˤ a m uː n
مضيرة	m a dˤ iː r a
مضيف	m a dˤ iː f
مضيفة	m a dˤ iː f a
مضيق	m a dˤ iː q
مطابق	m a tˤ aː b a q
مطابقة	m a tˤ aː b a q a
مطار	m a tˤ aː r
مطاط	m a tˤ aː tˤ
مطاف	m a tˤ aː f
مطالبة	m a tˤ aː l a b a
مطالعة	m a tˤ aː l a ʕ a
مطاو	m a tˤ aː uː
مطب	m a tˤ a b
مطبخ	m a tˤ a b a x
مطبعة	m a tˤ a b a ʕ a
مطبق	m a tˤ a b a q
مطبق	m a tˤ a b a q
مطحنة	m a tˤ a ħ a n a
مطحنة	m a tˤ a ħ a n a
مطر	m a tˤ a r
مطران	m a tˤ a r aː n
مطران	m a tˤ a r aː n
مطران	m a tˤ a r aː n
مطراني	m a tˤ a r aː n iː
مطرانية	m a tˤ a r aː n iː a
مطرح	m a tˤ a r a ħ
مطرح	m a tˤ a r a ħ
مطرد	m a tˤ a r a d
مطرقة	m a tˤ a r a q a
مطرقة	m a tˤ a r a q a
مطعام	m a tˤ a ʕ aː m
مطعم	m a tˤ a ʕ a m
مطفأة	m a tˤ a f a ʔa a
مطلق	m a tˤ a l a q
مطلق	m a tˤ a l a q
مطلقا	m a tˤ a l a q aː
مطلقية	m a tˤ a l a q iː a
مطلوب	m a tˤ a l uː b
مطهر	m a tˤ a h a r
مطهر	m a tˤ a h a r
مطهر	m a tˤ a h a r
مطواة	m a tˤ uː aː a
مطواع	m a tˤ uː aː ʕ
مطية	m a tˤ iː a
مطير	m a tˤ iː r
مظاليم	m a ðˤ aː l iː m
مظاهر	m a ðˤ aː h a r
مظاهرة	m a ðˤ aː h a r a
مظفر	m a ðˤ a f a r
مظفر	m a ðˤ a f a r
مظلة	m a ðˤ a l a
مظلة	m a ðˤ a l a
مظلم	m a ðˤ a l a m
مظلوم	m a ðˤ a l uː m
مظهر	m a ðˤ a h a r
مع	m a ʕ
معا	m a ʕ aː
معاء	m a ʕ aː ʔ
معاد	m a ʕ aː d
معاداة	m a ʕ aː d aː a
معادلة	m a ʕ aː d a l a
معارضة	m a ʕ aː r a dˤ a
معارف	m a ʕ aː r a f
معاركة	m a ʕ aː r a k a
معاشرة	m a ʕ aː ʃ a r a
معاصر	m a ʕ aː sˤ a r
معاصرة	m a ʕ aː sˤ a r a
معاصرة	m a ʕ aː sˤ a r a
معافاة	m a ʕ aː f aː a
معافى	m a ʕ aː f aː
معاقب	m a ʕ aː q a b
معاقب	m a ʕ aː q a b
معاقبة	m a ʕ aː q a b a
معاكس	m a ʕ aː k a s
معاكسة	m a ʕ aː k a s a
معالجة	m a ʕ aː l a d͡ʒ a
معامل	m a ʕ aː m a l
معامل	m a ʕ aː m a l
معاملة	m a ʕ aː m a l a
معانقة	m a ʕ aː n a q a
معاهد	m a ʕ aː h a d
معاهدة	m a ʕ aː h a d a
معاون	m a ʕ aː uː n
معاونة	m a ʕ aː uː n a
معاونة	m a ʕ aː uː n a
معاوية	m a ʕ aː uː iː a
معاينة	m a ʕ aː iː n a
معبد	m a ʕ a b a d
معبر	m a ʕ a b a r
معبلة	m a ʕ a b a l a
معتاد	m a ʕ a t aː d
معتبر	m a ʕ a t a b a r
معتبر	m a ʕ a t a b a r
معتدل	m a ʕ a t a d a l
معتزل	m a ʕ a t a z a l
معتزلة	m a ʕ a t a z a l a
معتقل	m a ʕ a t a q a l
معتل	m a ʕ a t a l
معتل	m a ʕ a t a l
معتمد	m a ʕ a t a m a d
معتمد	m a ʕ a t a m a d
معجزات	m a ʕ a d͡ʒ a z aː t
معجزة	m a ʕ a d͡ʒ a z a
معجم	m a ʕ a d͡ʒ a m
معجون	m a ʕ a d͡ʒ uː n
معدات	m a ʕ a d aː t
معدة	m a ʕ a d a
معدة	m a ʕ a d a
معدة	m a ʕ a d a
معدن	m a ʕ a d a n
معدني	m a ʕ a d a n iː
معدود	m a ʕ a d uː d
معدوم	m a ʕ a d uː m
معدونس	m a ʕ a d uː n a s
معدية	m a ʕ a d iː a
معدية	m a ʕ a d iː a
معذب	m a ʕ a ð a b
معذور	m a ʕ a ð uː r
معراج	m a ʕ a r aː d͡ʒ
معراض	m a ʕ a r aː dˤ
معرض	m a ʕ a r a dˤ
معركة	m a ʕ a r a k a
معروض	m a ʕ a r uː dˤ
معروف	m a ʕ a r uː f
معزف	m a ʕ a z a f
معزل	m a ʕ a z a l
معزوفة	m a ʕ a z uː f a
معصم	m a ʕ a sˤ a m
معصوم	m a ʕ a sˤ uː m
معصومية	m a ʕ a sˤ uː m iː a
معصية	m a ʕ a sˤ iː a
معضلة	m a ʕ a dˤ a l a
معطاء	m a ʕ a tˤ aː ʔ
معطس	m a ʕ a tˤ a s
معطف	m a ʕ a tˤ a f
معطل	m a ʕ a tˤ a l
معطوف	m a ʕ a tˤ uː f
معطى	m a ʕ a tˤ aː
معطيات	m a ʕ a tˤ iː aː t
معظم	m a ʕ a ðˤ a m
معظم	m a ʕ a ðˤ a m
معقد	m a ʕ a q a d
معقل	m a ʕ a q a l
معقود	m a ʕ a q uː d
معكرونة	m a ʕ a k a r uː n a
معكوس	m a ʕ a k uː s
معلق	m a ʕ a l a q
معلق	m a ʕ a l a q
معلم	m a ʕ a l a m
معلم	m a ʕ a l a m
معلم	m a ʕ a l a m
معلم	m a ʕ a l a m
معلول	m a ʕ a l uː l
معمار	m a ʕ a m aː r
معماري	m a ʕ a m aː r iː
معمدان	m a ʕ a m a d aː n
معمداني	m a ʕ a m a d aː n iː
معمل	m a ʕ a m a l
معمودية	m a ʕ a m uː d iː a
معمول	m a ʕ a m uː l
معنوي	m a ʕ a n uː iː
معنويات	m a ʕ a n uː iː aː t
معنى	m a ʕ a n aː
معنى	m a ʕ a n aː
معهد	m a ʕ a h a d
معهود	m a ʕ a h uː d
معول	m a ʕ uː l
معى	m a ʕ aː
معيار	m a ʕ iː aː r
معير	m a ʕ iː r
معير	m a ʕ iː r
معير	m a ʕ iː r
معير	m a ʕ iː r
معيشي	m a ʕ iː ʃ iː
معين	m a ʕ iː n
معين	m a ʕ iː n
معين	m a ʕ iː n
مغاث	m a ɣ aː θ
مغادرة	m a ɣ aː d a r a
مغاربي	m a ɣ aː r a b iː
مغازل	m a ɣ aː z a l
مغالطة	m a ɣ aː l a tˤ a
مغامر	m a ɣ aː m a r
مغامرة	m a ɣ aː m a r a
مغاير	m a ɣ aː iː r
مغايرة	m a ɣ aː iː r a
مغبن	m a ɣ a b a n
مغدور	m a ɣ a d uː r
مغذ	m a ɣ a ð
مغرب	m a ɣ a r a b
مغرس	m a ɣ a r a s
مغرفة	m a ɣ a r a f a
مغرور	m a ɣ a r uː r
مغزل	m a ɣ a z a l
مغزى	m a ɣ a z aː
مغسل	m a ɣ a s a l
مغسلة	m a ɣ a s a l a
مغسلة	m a ɣ a s a l a
مغشوش	m a ɣ a ʃ uː ʃ
مغص	m a ɣ a sˤ
مغص	m a ɣ a sˤ
مغضوب	m a ɣ a dˤ uː b
مغطس	m a ɣ a tˤ a s
مغطس	m a ɣ a tˤ a s
مغطى	m a ɣ a tˤ aː
مغفرة	m a ɣ a f a r a
مغفل	m a ɣ a f a l
مغفور	m a ɣ a f uː r
مغلاق	m a ɣ a l aː q
مغلف	m a ɣ a l a f
مغلق	m a ɣ a l a q
مغلق	m a ɣ a l a q
مغلق	m a ɣ a l a q
مغلوب	m a ɣ a l uː b
مغلوبية	m a ɣ a l uː b iː a
مغلوط	m a ɣ a l uː tˤ
مغمور	m a ɣ a m uː r
مغموم	m a ɣ a m uː m
مغمى	m a ɣ a m aː
مغمى	m a ɣ a m aː
مغن	m a ɣ a n
مغناطيس	m a ɣ a n aː tˤ iː s
مغناطيس	m a ɣ a n aː tˤ iː s
مغناطيسي	m a ɣ a n aː tˤ iː s iː
مغناطيسي	m a ɣ a n aː tˤ iː s iː
مغناطيسية	m a ɣ a n aː tˤ iː s iː a
مغناطيسية	m a ɣ a n aː tˤ iː s iː a
مغنط	m a ɣ a n a tˤ
مغنم	m a ɣ a n a m
مغنية	m a ɣ a n iː a
مغنيسيا	m a ɣ a n iː s iː aː
مغنيسيوم	m a ɣ a n iː s iː uː m
مغوار	m a ɣ uː aː r
مغيب	m a ɣ iː b
مغيب	m a ɣ iː b
مغيم	m a ɣ iː m
مفاجأة	m a f aː d͡ʒ a ʔa a
مفاعل	m a f aː ʕ a l
مفاوضة	m a f aː uː dˤ a
مفت	m a f a t
مفتاح	m a f a t aː ħ
مفترق	m a f a t a r a q
مفتش	m a f a t a ʃ
مفتش	m a f a t a ʃ
مفتعل	m a f a t a ʕ a l
مفر	m a f a r
مفرد	m a f a r a d
مفرش	m a f a r a ʃ
مفرط	m a f a r a tˤ
مفرط	m a f a r a tˤ
مفرغ	m a f a r a ɣ
مفرغ	m a f a r a ɣ
مفرغ	m a f a r a ɣ
مفرغ	m a f a r a ɣ
مفروشات	m a f a r uː ʃ aː t
مفروض	m a f a r uː dˤ
مفروغ	m a f a r uː ɣ
مفسر	m a f a s a r
مفسرون	m a f a s a r uː n
مفصل	m a f a sˤ a l
مفصليات	m a f a sˤ a l iː aː t
مفقود	m a f a q uː d
مفقود	m a f a q uː d
مفك	m a f a k
مفلس	m a f a l a s
مفلفل	m a f a l a f a l
مفهوم	m a f a h uː m
مفوف	m a f uː f
مفيد	m a f iː d
مقابل	m a q aː b a l
مقابلة	m a q aː b a l a
مقارب	m a q aː r a b
مقارب	m a q aː r a b
مقارنة	m a q aː r a n a
مقاس	m a q aː s
مقاس	m a q aː s
مقاص	m a q aː sˤ
مقاطعة	m a q aː tˤ a ʕ a
مقاعد	m a q aː ʕ a d
مقال	m a q aː l
مقالة	m a q aː l a
مقام	m a q aː m
مقام	m a q aː m
مقامة	m a q aː m a
مقاود	m a q aː uː d
مقاولة	m a q aː uː l a
مقاومة	m a q aː uː m a
مقايسة	m a q aː iː s a
مقبرة	m a q a b a r a
مقبرة	m a q a b a r a
مقبول	m a q a b uː l
مقتدر	m a q a t a d a r
مقتدر	m a q a t a d a r
مقتضى	m a q a t a dˤ aː
مقداد	m a q a d aː d
مقدار	m a q a d aː r
مقدار	m a q a d aː r
مقدام	m a q a d aː m
مقدر	m a q a d a r
مقدرة	m a q a d a r a
مقدرة	m a q a d a r a
مقدمة	m a q a d a m a
مقدونس	m a q a d uː n a s
مقدوني	m a q a d uː n iː
مقدونيا	m a q a d uː n iː aː
مقديشو	m a q a d iː ʃ uː
مقديشو	m a q a d iː ʃ uː
مقذاف	m a q a ð aː f
مقذوف	m a q a ð uː f
مقذوفات	m a q a ð uː f aː t
مقر	m a q a r
مقر	m a q a r
مقر	m a q a r
مقر	m a q a r
مقر	m a q a r
مقرئ	m a q a r a ʔi
مقرر	m a q a r a r
مقرر	m a q a r a r
مقرط	m a q a r a tˤ
مقرف	m a q a r a f
مقرم	m a q a r a m
مقسم	m a q a s a m
مقسوم	m a q a s uː m
مقشدة	m a q a ʃ a d a
مقشرة	m a q a ʃ a r a
مقص	m a q a sˤ
مقصد	m a q a sˤ a d
مقصد	m a q a sˤ a d
مقصر	m a q a sˤ a r
مقصر	m a q a sˤ a r
مقصر	m a q a sˤ a r
مقصر	m a q a sˤ a r
مقصف	m a q a sˤ a f
مقصلة	m a q a sˤ a l a
مقصود	m a q a sˤ uː d
مقصور	m a q a sˤ uː r
مقطر	m a q a tˤ a r
مقطع	m a q a tˤ a ʕ
مقطعية	m a q a tˤ a ʕ iː a
مقطوع	m a q a tˤ uː ʕ
مقع	m a q a ʕ
مقعد	m a q a ʕ a d
مقعد	m a q a ʕ a d
مقعدة	m a q a ʕ a d a
مقعر	m a q a ʕ a r
مقلاع	m a q a l aː ʕ
مقلاع	m a q a l aː ʕ
مقلد	m a q a l a d
مقلد	m a q a l a d
مقلد	m a q a l a d
مقلق	m a q a l a q
مقلي	m a q a l iː
مقلياثا	m a q a l iː aː θ aː
مقمر	m a q a m a r
مقنن	m a q a n a n
مقهى	m a q a h aː
مقود	m a q uː d
مقولة	m a q uː l a
مقياس	m a q iː aː s
مقيد	m a q iː d
مقيد	m a q iː d
مقيل	m a q iː l
مقيم	m a q iː m
مكاء	m a k aː ʔ
مكاتيب	m a k aː t iː b
مكار	m a k aː r
مكار	m a k aː r
مكاريوس	m a k aː r iː uː s
مكافأة	m a k aː f a ʔa a
مكافح	m a k aː f a ħ
مكالمة	m a k aː l a m a
مكان	m a k aː n
مكة	m a k a
مكتئب	m a k a t a ʔi a b
مكتب	m a k a t a b
مكتبات	m a k a t a b aː t
مكتبة	m a k a t a b a
مكتوب	m a k a t uː b
مكتوبات	m a k a t uː b aː t
مكتوبة	m a k a t uː b a
مكتوبون	m a k a t uː b uː n
مكث	m a k a θ
مكث	m a k a θ
مكث	m a k a θ
مكحلة	m a k a ħ a l a
مكحلة	m a k a ħ a l a
مكدس	m a k a d a s
مكدس	m a k a d a s
مكرر	m a k a r a r
مكرم	m a k a r a m
مكسرات	m a k a s a r aː t
مكسور	m a k a s uː r
مكعب	m a k a ʕ a b
مكلف	m a k a l a f
مكمل	m a k a m a l
مكمل	m a k a m a l
مكن	m a k a n
مكن	m a k a n
مكناس	m a k a n aː s
مكنز	m a k a n a z
مكنسة	m a k a n a s a
مكنن	m a k a n a n
مكوك	m a k uː k
مكون	m a k uː n
مكياج	m a k iː aː d͡ʒ
مكياج	m a k iː aː d͡ʒ
مكياج	m a k iː aː d͡ʒ
مكياج	m a k iː aː d͡ʒ
مكياج	m a k iː aː d͡ʒ
مكياج	m a k iː aː d͡ʒ
ملآن	m a l aː n
ملأ	m a l a ʔa
ملأ	m a l a ʔa
ملأ	m a l a ʔa
ملأك	m a l a ʔa a k
ملا	m a l aː
ملائم	m a l aː ʔi a m
ملاتيوس	m a l aː t iː uː s
ملاحظ	m a l aː ħ a ðˤ
ملاحظ	m a l aː ħ a ðˤ
ملاحظة	m a l aː ħ a ðˤ a
ملاحقة	m a l aː ħ a q a
ملاذ	m a l aː ð
ملاط	m a l aː tˤ
ملاقاة	m a l aː q aː a
ملاك	m a l aː k
ملاك	m a l aː k
ملاكمة	m a l aː k a m a
ملال	m a l aː l
ملامح	m a l aː m a ħ
ملبار	m a l a b aː r
ملبس	m a l a b a s
ملبوس	m a l a b uː s
ملت	m a l a t
ملتقى	m a l a t a q aː
ملجأ	m a l a d͡ʒ a ʔa
ملح	m a l a ħ
ملحس	m a l a ħ a s
ملحق	m a l a ħ a q
ملحمة	m a l a ħ a m a
ملحمي	m a l a ħ a m iː
ملحن	m a l a ħ a n
ملحون	m a l a ħ uː n
ملزق	m a l a z a q
ملعقة	m a l a ʕ a q a
ملعون	m a l a ʕ uː n
ملغى	m a l a ɣ aː
ملف	m a l a f
ملقن	m a l a q a n
ملك	m a l a k
ملك	m a l a k
ملك	m a l a k
ملك	m a l a k
ملك	m a l a k
ملك	m a l a k
ملك	m a l a k
ملك	m a l a k
ملكة	m a l a k a
ملكة	m a l a k a
ملكوت	m a l a k uː t
ملكي	m a l a k iː
ملكية	m a l a k iː a
ملكية	m a l a k iː a
ملل	m a l a l
ملمة	m a l a m a
ملموم	m a l a m uː m
ملوحة	m a l uː ħ a
ملوخيا	m a l uː x iː aː
ملوخية	m a l uː x iː a
ملوكيا	m a l uː k iː aː
ملوكية	m a l uː k iː a
ملول	m a l uː l
ملون	m a l uː n
مليء	m a l iː ʔ
مليار	m a l iː aː r
مليق	m a l iː q
مليون	m a l iː uː n
مليون	m a l iː uː n
مما	m a m aː
ممات	m a m aː t
مماثل	m a m aː θ a l
مماثلة	m a m aː θ a l a
ممارسة	m a m aː r a s a
مماس	m a m aː s
مماطلة	m a m aː tˤ a l a
ممتاز	m a m a t aː z
ممتلئ	m a m a t a l a ʔi
ممتلكات	m a m a t a l a k aː t
ممثل	m a m a θ a l
ممحاة	m a m a ħ aː a
ممحوق	m a m a ħ uː q
ممرض	m a m a r a dˤ
ممسح	m a m a s a ħ
ممسح	m a m a s a ħ
ممسح	m a m a s a ħ
ممسحة	m a m a s a ħ a
ممسوح	m a m a s uː ħ
ممشى	m a m a ʃ aː
ممكن	m a m a k a n
مملوك	m a m a l uː k
ممن	m a m a n
ممنون	m a m a n uː n
ممهد	m a m a h a d
مميثا	m a m iː θ aː
مميز	m a m iː z
مميز	m a m iː z
من	m a n
من	m a n
من	m a n
مناة	m a n aː a
مناخي	m a n aː x iː
منار	m a n aː r
منارة	m a n aː r a
منازل	m a n aː z a l
مناسب	m a n aː s a b
مناضل	m a n aː dˤ a l
مناظرة	m a n aː ðˤ a r a
مناعة	m a n aː ʕ a
منافاة	m a n aː f aː a
منافس	m a n aː f a s
منافع	m a n aː f a ʕ
منافق	m a n aː f a q
مناقض	m a n aː q a dˤ
مناقض	m a n aː q a dˤ
مناقيش	m a n aː q iː ʃ
مناكب	m a n aː k a b
منال	m a n aː l
منالاوس	m a n aː l aː uː s
منام	m a n aː m
مناورة	m a n aː uː r a
منبت	m a n a b a t
منبت	m a n a b a t
منبثق	m a n a b a θ a q
منبر	m a n a b a r
منبع	m a n a b a ʕ
منبه	m a n a b a h
منتجع	m a n a t a d͡ʒ a ʕ
منتخب	m a n a t a x a b
منتدى	m a n a t a d aː
منتزه	m a n a t a z a h
منتصب	m a n a t a sˤ a b
منتصف	m a n a t a sˤ a f
منتظر	m a n a t a ðˤ a r
منتظم	m a n a t a ðˤ a m
منتظم	m a n a t a ðˤ a m
منتقض	m a n a t a q a dˤ
منجاة	m a n a d͡ʒ aː a
منجنيق	m a n a d͡ʒ a n iː q
منجى	m a n a d͡ʒ aː
منحبكجي	m a n a ħ a b a k a d͡ʒ iː
منحدر	m a n a ħ a d a r
منحصر	m a n a ħ a sˤ a r
منحنى	m a n a ħ a n aː
منحوس	m a n a ħ uː s
منخفض	m a n a x a f a dˤ
مندفق	m a n a d a f a q
مندل	m a n a d a l
منديل	m a n a d iː l
منذ	m a n a ð
منذئذ	m a n a ð a ʔi a ð
منذاك	m a n a ð aː k
منزل	m a n a z a l
منزل	m a n a z a l
منزل	m a n a z a l
منزل	m a n a z a l
منزل	m a n a z a l
منزلق	m a n a z a l a q
منزو	m a n a z uː
منسأة	m a n a s a ʔa a
منسأة	m a n a s a ʔa a
منسف	m a n a s a f
منسوب	m a n a s uː b
منسوخ	m a n a s uː x
منشأ	m a n a ʃ a ʔa
منشأة	m a n a ʃ a ʔa a
منشئ	m a n a ʃ a ʔi
منشار	m a n a ʃ aː r
منشار	m a n a ʃ aː r
منشار	m a n a ʃ aː r
منشد	m a n a ʃ a d
منشغل	m a n a ʃ a ɣ a l
منشفة	m a n a ʃ a f a
منشور	m a n a ʃ uː r
منصب	m a n a sˤ a b
منصوب	m a n a sˤ uː b
منصور	m a n a sˤ uː r
منضم	m a n a dˤ a m
منطاد	m a n a tˤ aː d
منطقة	m a n a tˤ a q a
منطقة	m a n a tˤ a q a
منطقة	m a n a tˤ a q a
منطقة	m a n a tˤ a q a
منطقة	m a n a tˤ a q a
منطقة	m a n a tˤ a q a
منطقة	m a n a tˤ a q a
منطقي	m a n a tˤ a q iː
منظار	m a n a ðˤ aː r
منظرة	m a n a ðˤ a r a
منظرة	m a n a ðˤ a r a
منظمة	m a n a ðˤ a m a
منظوم	m a n a ðˤ uː m
منظومة	m a n a ðˤ uː m a
منعطف	m a n a ʕ a tˤ a f
منعكس	m a n a ʕ a k a s
منعكس	m a n a ʕ a k a s
منغلق	m a n a ɣ a l a q
منغوليا	m a n a ɣ uː l iː aː
منغوليا	m a n a ɣ uː l iː aː
منفاخ	m a n a f aː x
منفذ	m a n a f a ð
منفس	m a n a f a s
منفضة	m a n a f a dˤ a
منفعة	m a n a f a ʕ a
منفعل	m a n a f a ʕ a l
منفور	m a n a f uː r
منفي	m a n a f iː
منقار	m a n a q aː r
منقار	m a n a q aː r
منقار	m a n a q aː r
منقرض	m a n a q a r a dˤ
منقسم	m a n a q a s a m
منقض	m a n a q a dˤ
منقض	m a n a q a dˤ
منقول	m a n a q uː l
منقول	m a n a q uː l
منكب	m a n a k a b
منكر	m a n a k a r
منكوس	m a n a k uː s
منهج	m a n a h a d͡ʒ
منهج	m a n a h a d͡ʒ
منهل	m a n a h a l
منور	m a n uː r
منور	m a n uː r
منون	m a n uː n
منيب	m a n iː b
منية	m a n iː a
منية	m a n iː a
منير	m a n iː r
منيرة	m a n iː r a
منيع	m a n iː ʕ
مهاب	m a h aː b
مهابة	m a h aː b a
مهاجر	m a h aː d͡ʒ a r
مهاجم	m a h aː d͡ʒ a m
مهاد	m a h aː d
مهارة	m a h aː r a
مهارة	m a h aː r a
مهبط	m a h a b a tˤ
مهبل	m a h a b a l
مهبل	m a h a b a l
مهبل	m a h a b a l
مهبلي	m a h a b a l iː
مهدب	m a h a d a b
مهدد	m a h a d a d
مهدي	m a h a d iː
مهذار	m a h a ð aː r
مهراس	m a h a r aː s
مهراس	m a h a r aː s
مهرة	m a h a r a
مهرج	m a h a r a d͡ʒ
مهرجان	m a h a r a d͡ʒ aː n
مهرجان	m a h a r a d͡ʒ aː n
مهرطق	m a h a r a tˤ a q
مهزلة	m a h a z a l a
مهلا	m a h a l aː
مهلة	m a h a l a
مهم	m a h a m
مهما	m a h a m aː
مهماز	m a h a m aː z
مهمن	m a h a m a n
مهموس	m a h a m uː s
مهنة	m a h a n a
مهندس	m a h a n a d a s
مهوا	m a h uː aː
مهيب	m a h iː b
مهيض	m a h iː dˤ
مو	m uː
موازنة	m uː aː z a n a
مواصل	m uː aː sˤ a l
مواطن	m uː aː tˤ a n
مواطنة	m uː aː tˤ a n a
مواطنة	m uː aː tˤ a n a
مواطنية	m uː aː tˤ a n iː a
موافق	m uː aː f a q
موافقة	m uː aː f a q a
موافقة	m uː aː f a q a
موال	m uː aː l
موبوء	m uː b uː ʔ
موت	m uː t
موتوسيكل	m uː t uː s iː k a l
موتى	m uː t aː
موثوق	m uː θ uː q
موج	m uː d͡ʒ
موج	m uː d͡ʒ
موجب	m uː d͡ʒ a b
موجب	m uː d͡ʒ a b
موجة	m uː d͡ʒ a
موجود	m uː d͡ʒ uː d
موحد	m uː ħ a d
موحد	m uː ħ a d
موحش	m uː ħ a ʃ
مورد	m uː r a d
مورسرج	m uː r a s a r a d͡ʒ
مورسرج	m uː r a s a r a d͡ʒ
مورفيم	m uː r a f iː m
مورفيم	m uː r a f iː m
موريتانيا	m uː r iː t aː n iː aː
موز	m uː z
موزامبيق	m uː z aː m a b iː q
موزامبيق	m uː z aː m a b iː q
موزة	m uː z a
موزمبيق	m uː z a m a b iː q
موزمبيق	m uː z a m a b iː q
موسكو	m uː s a k uː
موسكو	m uː s a k uː
موسكو	m uː s a k uː
موسكو	m uː s a k uː
موسكو	m uː s a k uː
موسم	m uː s a m
موسم	m uː s a m
موسمي	m uː s a m iː
موسوعة	m uː s uː ʕ a
موسى	m uː s aː
موسى	m uː s aː
موسيقا	m uː s iː q aː
موسيقى	m uː s iː q aː
موش	m uː ʃ
موشح	m uː ʃ a ħ
موصل	m uː sˤ a l
موصل	m uː sˤ a l
موصول	m uː sˤ uː l
موضة	m uː dˤ a
موضوع	m uː dˤ uː ʕ
موطن	m uː tˤ a n
موظ	m uː ðˤ
موظف	m uː ðˤ a f
موظفة	m uː ðˤ a f a
موعد	m uː ʕ a d
موعدة	m uː ʕ a d a
موعودة	m uː ʕ uː d a
موفق	m uː f a q
موفق	m uː f a q
موقد	m uː q a d
موقد	m uː q a d
موقد	m uː q a d
موقع	m uː q a ʕ
موقع	m uː q a ʕ
موقف	m uː q a f
موقف	m uː q a f
موقوف	m uː q uː f
موكب	m uː k a b
مول	m uː l
مولاة	m uː l aː a
مولد	m uː l a d
مولدوفا	m uː l a d uː f aː
مولدوفا	m uː l a d uː f aː
مولدوفا	m uː l a d uː f aː
مولدوفا	m uː l a d uː f aː
مولود	m uː l uː d
مولى	m uː l aː
مومس	m uː m a s
مومسة	m uː m a s a
