ء	ʔ
مرقص	m r q sˤ
مركب	m r k b
مركب	m r k b
مركبة	m r k b a
مركيز	m r k i z
مركيزة	m r k i z a
مركيزية	m r k i z i a
مرماخور	m r m aː x u r
مرموط	m r m u tˤ
مرند	m r n d
مرهق	m r h q
مرهق	m r h q
مرو	m r uː
مروحة	m r u ħ a
مروحية	m r u ħ i a
مرور	m r u r
مروض	m r u dˤ
مروض	m r u dˤ
مري	m r iː
مري	m r iː
مري	m r iː
مريء	m r i ʔ
مريب	m r i b
مرية	m r i a
مرية	m r i a
مريد	m r i d
مريد	m r i d
مرير	m r i r
مريض	m r i dˤ
مريلة	m r i l a
مريم	m r i m
مريمية	m r i m i a
مرينة	m r i n a
مريول	m r i w l
مزاد	m z aː d
مزايدة	m z aː j d a
مزبلة	m z b l a
مزج	m z dʒ
مزدهر	m z d h r
مزر	m z r
مزراق	m z r aː q
مزراق	m z r aː q
مزرع	m z r ʕ
مزرعة	m z r ʕ a
مزعج	m z ʕ dʒ
مزغل	m z ɣ l
مزق	m z q
مزق	m z q
مزمن	m z m n
مزمور	m z m u r
مزواج	m z u aː dʒ
مزود	m z u d
مزور	m z u r
مزور	m z u r
مزورة	m z u r a
مزين	m z i n
مسألة	m s ʔ a l a
مسؤول	m s ʔ u u l
مسؤولية	m s ʔ u u l i a
مساء	m s aː ʔ
مسابقة	m s aː b q a
مساحة	m s aː ħ a
مساحة	m s aː ħ a
مسار	m s aː r
مساطر	m s aː tˤ r
مساعد	m s aː ʕ d
مساعدة	m s aː ʕ d a
مساعدة	m s aː ʕ d a
مسافة	m s aː f a
مسافر	m s aː f r
مساكن	m s aː k n
مساكنة	m s aː k n a
مسالك	m s aː l k
مسامحة	m s aː m ħ a
مساهمة	m s aː h m a
مساو	m s aː uː
مساواة	m s aː w aː a
مساواتية	m s aː w aː t i a
مساومة	m s aː w m a
مسبار	m s b aː r
مسبب	m s b b
مسبة	m s b a
مستأجر	m s t ʔ a dʒ r
مستبد	m s t b d
مستبدل	m s t b d l
مستبصر	m s t b sˤ r
مستثمر	m s t θ m r
مستثنى	m s t θ n aː
مستجمع	m s t dʒ m ʕ
مستجمع	m s t dʒ m ʕ
مستحسن	m s t ħ s n
مستحضر	m s t ħ dˤ r
مستحق	m s t ħ q
مستحكم	m s t ħ k m
مستحلب	m s t ħ l b
مستحيل	m s t ħ i l
مستخدم	m s t x d m
مستخدم	m s t x d m
مستدير	m s t d i r
مستراح	m s t r aː ħ
مسترخ	m s t r x
مستريح	m s t r i ħ
مستشار	m s t ʃ aː r
مستشرق	m s t ʃ r q
مستشفى	m s t ʃ f aː
مستطيل	m s t tˤ i l
مستطيلات	m s t tˤ i l aː t
مستعار	m s t ʕ aː r
مستعجل	m s t ʕ dʒ l
مستعجل	m s t ʕ dʒ l
مستعرب	m s t ʕ r b
مستغرب	m s t ɣ r b
مستغرب	m s t ɣ r b
مستفرغ	m s t f r ɣ
مستفرغ	m s t f r ɣ
مستفز	m s t f z
مستفيد	m s t f i d
مستقبل	m s t q b l
مستقبلي	m s t q b l iː
مستقر	m s t q r
مستقر	m s t q r
مستقل	m s t q l
مستقيم	m s t q i m
مستكبر	m s t k b r
مستنبت	m s t n b t
مستند	m s t n d
مستند	m s t n d
مستنقع	m s t n q ʕ
مستنقعات	m s t n q ʕ aː t
مستهجن	m s t h dʒ n
مستهزئ	m s t h z ʔ i
مستهلك	m s t h l k
مستو	m s t uː
مستودع	m s t u d ʕ
مستوصف	m s t u sˤ f
مستوف	m s t u f
مستوقد	m s t u q d
مستول	m s t u l
مسجد	m s dʒ d
مسجل	m s dʒ l
مسحق	m s ħ q
مسحقونيا	m s ħ q u n i aː
مسحوق	m s ħ u q
مسخ	m s x
مسخرة	m s x r a
مسد	m s d
مسد	m s d
مسدس	m s d s
مسراق	m s r aː q
مسرح	m s r ħ
مسرحي	m s r ħ iː
مسرف	m s r f
مسرور	m s r u r
مسطار	m s tˤ aː r
مسطار	m s tˤ aː r
مسطح	m s tˤ ħ
مسطرات	m s tˤ r aː t
مسطرة	m s tˤ r a
مسعود	m s ʕ u d
مسعور	m s ʕ u r
مسعى	m s ʕ aː
مسقام	m s q aː m
مسقط	m s q tˤ
مسقمة	m s q m a
مسقوم	m s q u m
مسقى	m s q aː
مسقي	m s q iː
مسكان	m s k aː n
مسكن	m s k n
مسكن	m s k n
مسكنات	m s k n aː t
مسكنة	m s k n a
مسكوب	m s k u b
مسكوكة	m s k u k a
مسكون	m s k u n
مسكين	m s k i n
مسكين	m s k i n
مسلاط	m s l aː tˤ
مسلة	m s l a
مسلح	m s l ħ
مسلخ	m s l x
مسلسل	m s l s l
مسلسل	m s l s l
مسلط	m s l tˤ
مسلك	m s l k
مسلم	m s l m
مسلم	m s l m
مسلول	m s l u l
مسمار	m s m aː r
مسموح	m s m u ħ
مسن	m s n
مسن	m s n
مسند	m s n d
مسند	m s n d
مسهر	m s h r
مسود	m s u d
مسودة	m s u d a
مسى	m s aː
مسيح	m s i ħ
مسيحي	m s i ħ iː
مشأمة	m ʃ ʔ a m a
مشؤوم	m ʃ ʔ u u m
مشابه	m ʃ aː b h
مشارة	m ʃ aː r a
مشارك	m ʃ aː r k
مشاعر	m ʃ aː ʕ r
مشانق	m ʃ aː n q
مشاهد	m ʃ aː h d
مشاهد	m ʃ aː h d
مشاهد	m ʃ aː h d
مشاهدة	m ʃ aː h d a
مشاهدة	m ʃ aː h d a
مشاورة	m ʃ aː w r a
مشاوير	m ʃ aː w j r
مشاية	m ʃ aː j a
مشبوه	m ʃ b u h
مشتاق	m ʃ t aː q
مشترك	m ʃ t r k
مشترك	m ʃ t r k
مشتريات	m ʃ t r i aː t
مشتق	m ʃ t q
مشتك	m ʃ t k
مشتل	m ʃ t l
مشتهر	m ʃ t h r
مشتى	m ʃ t aː
مشجب	m ʃ dʒ b
مشجر	m ʃ dʒ r
مشجر	m ʃ dʒ r
مشحذ	m ʃ ħ ð
مشخص	m ʃ x sˤ
مشرب	m ʃ r b
مشربة	m ʃ r b a
مشربة	m ʃ r b a
مشرع	m ʃ r ʕ
مشرق	m ʃ r q
مشرقان	m ʃ r q aː n
مشرك	m ʃ r k
مشروب	m ʃ r u b
مشروبات	m ʃ r u b aː t
مشروط	m ʃ r u tˤ
مشروع	m ʃ r u ʕ
مشط	m ʃ tˤ
مشط	m ʃ tˤ
مشط	m ʃ tˤ
مشط	m ʃ tˤ
مشط	m ʃ tˤ
مشعاع	m ʃ ʕ aː ʕ
مشعر	m ʃ ʕ r
مشعل	m ʃ ʕ l
مشعل	m ʃ ʕ l
مشغل	m ʃ ɣ l
مشغل	m ʃ ɣ l
مشغلة	m ʃ ɣ l a
مشغول	m ʃ ɣ u l
مشفق	m ʃ f q
مشق	m ʃ q
مشق	m ʃ q
مشقة	m ʃ q a
مشقق	m ʃ q q
مشكل	m ʃ k l
مشكلة	m ʃ k l a
مشكور	m ʃ k u r
مشكوك	m ʃ k u k
مشلول	m ʃ l u l
مشمش	m ʃ m ʃ
مشنة	m ʃ n a
مشهد	m ʃ h d
مشهد	m ʃ h d
مشهد	m ʃ h d
مشهور	m ʃ h u r
مشواة	m ʃ u aː a
مشوار	m ʃ u aː r
مشوه	m ʃ u h
مشوه	m ʃ u h
مشوي	m ʃ u iː
مشى	m ʃ aː
مشيمة	m ʃ i m a
مص	m sˤ
مص	m sˤ
مصاب	m sˤ aː b
مصاب	m sˤ aː b
مصابحة	m sˤ aː b ħ a
مصادف	m sˤ aː d f
مصادف	m sˤ aː d f
مصادقة	m sˤ aː d q a
مصارع	m sˤ aː r ʕ
مصانع	m sˤ aː n ʕ
مصب	m sˤ b
مصبات	m sˤ b aː t
مصباح	m sˤ b aː ħ
مصبنة	m sˤ b n a
مصحة	m sˤ ħ a
مصحح	m sˤ ħ ħ
مصحح	m sˤ ħ ħ
مصحف	m sˤ ħ f
مصحف	m sˤ ħ f
مصحنة	m sˤ ħ n a
مصخفة	m sˤ x f a
مصداقية	m sˤ d aː q i a
مصدق	m sˤ d q
مصدوم	m sˤ d u m
مصر	m sˤ r
مصراع	m sˤ r aː ʕ
مصرف	m sˤ r f
مصرف	m sˤ r f
مصريات	m sˤ r i aː t
مصطار	m sˤ tˤ aː r
مصطكاء	m sˤ tˤ k aː ʔ
مصطكى	m sˤ tˤ k aː
مصطلح	m sˤ tˤ l ħ
مصعد	m sˤ ʕ d
مصف	m sˤ f
مصفاة	m sˤ f aː a
مصفف	m sˤ f f
مصفوفة	m sˤ f u f a
مصفى	m sˤ f aː
مصفى	m sˤ f aː
مصل	m sˤ l
مصلب	m sˤ l b
مصلب	m sˤ l b
مصلى	m sˤ l aː
مصلى	m sˤ l aː
مصمم	m sˤ m m
مصنع	m sˤ n ʕ
مصنع	m sˤ n ʕ
مصنع	m sˤ n ʕ
مصنف	m sˤ n f
مصنف	m sˤ n f
مصهب	m sˤ h b
مصوت	m sˤ u t
مصوع	m sˤ u ʕ
مصون	m sˤ u n
مصيبة	m sˤ i b a
مصير	m sˤ i r
مصيف	m sˤ i f
مضاجعة	m dˤ aː dʒ ʕ a
مضاربة	m dˤ aː r b a
مضاعف	m dˤ aː ʕ f
مضايف	m dˤ aː j f
مضبوط	m dˤ b u tˤ
مضجع	m dˤ dʒ ʕ
مضر	m dˤ r
مضرب	m dˤ r b
مضرة	m dˤ r a
مضض	m dˤ dˤ
مضطهد	m dˤ tˤ h d
مضطهد	m dˤ tˤ h d
مضمار	m dˤ m aː r
مضمون	m dˤ m u n
مضيرة	m dˤ i r a
مضيف	m dˤ i f
مضيفة	m dˤ i f a
مضيق	m dˤ i q
مطابق	m tˤ aː b q
مطابقة	m tˤ aː b q a
مطار	m tˤ aː r
مطاط	m tˤ aː tˤ
مطاف	m tˤ aː f
مطالبة	m tˤ aː l b a
مطالعة	m tˤ aː l ʕ a
مطاو	m tˤ aː uː
مطب	m tˤ b
مطبخ	m tˤ b x
مطبعة	m tˤ b ʕ a
مطبق	m tˤ b q
مطبق	m tˤ b q
مطحنة	m tˤ ħ n a
مطحنة	m tˤ ħ n a
مطر	m tˤ r
مطران	m tˤ r aː n
مطران	m tˤ r aː n
مطران	m tˤ r aː n
مطراني	m tˤ r aː n iː
مطرانية	m tˤ r aː n i a
مطرح	m tˤ r ħ
مطرح	m tˤ r ħ
مطرد	m tˤ r d
مطرقة	m tˤ r q a
مطرقة	m tˤ r q a
مطعام	m tˤ ʕ aː m
مطعم	m tˤ ʕ m
مطفأة	m tˤ f ʔ a a
مطلق	m tˤ l q
مطلق	m tˤ l q
مطلقا	m tˤ l q aː
مطلقية	m tˤ l q i a
مطلوب	m tˤ l u b
مطهر	m tˤ h r
مطهر	m tˤ h r
مطهر	m tˤ h r
مطواة	m tˤ u aː a
مطواع	m tˤ u aː ʕ
مطية	m tˤ i a
مطير	m tˤ i r
مظاليم	m ðˤ aː l i m
مظاهر	m ðˤ aː h r
مظاهرة	m ðˤ aː h r a
مظفر	m ðˤ f r
مظفر	m ðˤ f r
مظلة	m ðˤ l a
مظلة	m ðˤ l a
مظلم	m ðˤ l m
مظلوم	m ðˤ l u m
مظهر	m ðˤ h r
مع	m ʕ
معا	m ʕ aː
معاء	m ʕ aː ʔ
معاد	m ʕ aː d
معاداة	m ʕ aː d aː a
معادلة	m ʕ aː d l a
معارضة	m ʕ aː r dˤ a
معارف	m ʕ aː r f
معاركة	m ʕ aː r k a
معاشرة	m ʕ aː ʃ r a
معاصر	m ʕ aː sˤ r
معاصرة	m ʕ aː sˤ r a
معاصرة	m ʕ aː sˤ r a
معافاة	m ʕ aː f aː a
معافى	m ʕ aː f aː
معاقب	m ʕ aː q b
معاقب	m ʕ aː q b
معاقبة	m ʕ aː q b a
معاكس	m ʕ aː k s
معاكسة	m ʕ aː k s a
معالجة	m ʕ aː l dʒ a
معامل	m ʕ aː m l
معامل	m ʕ aː m l
معاملة	m ʕ aː m l a
معانقة	m ʕ aː n q a
معاهد	m ʕ aː h d
معاهدة	m ʕ aː h d a
معاون	m ʕ aː w n
معاونة	m ʕ aː w n a
معاونة	m ʕ aː w n a
معاوية	m ʕ aː w j a
معاينة	m ʕ aː j n a
معبد	m ʕ b d
معبر	m ʕ b r
معبلة	m ʕ b l a
معتاد	m ʕ t aː d
معتبر	m ʕ t b r
معتبر	m ʕ t b r
معتدل	m ʕ t d l
معتزل	m ʕ t z l
معتزلة	m ʕ t z l a
معتقل	m ʕ t q l
معتل	m ʕ t l
معتل	m ʕ t l
معتمد	m ʕ t m d
معتمد	m ʕ t m d
معجزات	m ʕ dʒ z aː t
معجزة	m ʕ dʒ z a
معجم	m ʕ dʒ m
معجون	m ʕ dʒ u n
معدات	m ʕ d aː t
معدة	m ʕ d a
معدة	m ʕ d a
معدة	m ʕ d a
معدن	m ʕ d n
معدني	m ʕ d n iː
معدود	m ʕ d u d
معدوم	m ʕ d u m
معدونس	m ʕ d u n s
معدية	m ʕ d i a
معدية	m ʕ d i a
معذب	m ʕ ð b
معذور	m ʕ ð u r
معراج	m ʕ r aː dʒ
معراض	m ʕ r aː dˤ
معرض	m ʕ r dˤ
معركة	m ʕ r k a
معروض	m ʕ r u dˤ
معروف	m ʕ r u f
معزف	m ʕ z f
معزل	m ʕ z l
معزوفة	m ʕ z u f a
معصم	m ʕ sˤ m
معصوم	m ʕ sˤ u m
معصومية	m ʕ sˤ u m i a
معصية	m ʕ sˤ i a
معضلة	m ʕ dˤ l a
معطاء	m ʕ tˤ aː ʔ
معطس	m ʕ tˤ s
معطف	m ʕ tˤ f
معطل	m ʕ tˤ l
معطوف	m ʕ tˤ u f
معطى	m ʕ tˤ aː
معطيات	m ʕ tˤ i aː t
معظم	m ʕ ðˤ m
معظم	m ʕ ðˤ m
معقد	m ʕ q d
معقل	m ʕ q l
معقود	m ʕ q u d
معكرونة	m ʕ k r u n a
معكوس	m ʕ k u s
معلق	m ʕ l q
معلق	m ʕ l q
معلم	m ʕ l m
معلم	m ʕ l m
معلم	m ʕ l m
معلم	m ʕ l m
معلول	m ʕ l u l
معمار	m ʕ m aː r
معماري	m ʕ m aː r iː
معمدان	m ʕ m d aː n
معمداني	m ʕ m d aː n iː
معمل	m ʕ m l
معمودية	m ʕ m u d i a
معمول	m ʕ m u l
معنوي	m ʕ n u iː
معنويات	m ʕ n u j aː t
معنى	m ʕ n aː
معنى	m ʕ n aː
معهد	m ʕ h d
معهود	m ʕ h u d
معول	m ʕ u l
معى	m ʕ aː
معيار	m ʕ i aː r
معير	m ʕ i r
معير	m ʕ i r
معير	m ʕ i r
معير	m ʕ i r
معيشي	m ʕ i ʃ iː
معين	m ʕ i n
معين	m ʕ i n
معين	m ʕ i n
مغاث	m ɣ aː θ
مغادرة	m ɣ aː d r a
مغاربي	m ɣ aː r b iː
مغازل	m ɣ aː z l
مغالطة	m ɣ aː l tˤ a
مغامر	m ɣ aː m r
مغامرة	m ɣ aː m r a
مغاير	m ɣ aː j r
مغايرة	m ɣ aː j r a
مغبن	m ɣ b n
مغدور	m ɣ d u r
مغذ	m ɣ ð
مغرب	m ɣ r b
مغرس	m ɣ r s
مغرفة	m ɣ r f a
مغرور	m ɣ r u r
مغزل	m ɣ z l
مغزى	m ɣ z aː
مغسل	m ɣ s l
مغسلة	m ɣ s l a
مغسلة	m ɣ s l a
مغشوش	m ɣ ʃ u ʃ
مغص	m ɣ sˤ
مغص	m ɣ sˤ
مغضوب	m ɣ dˤ u b
مغطس	m ɣ tˤ s
مغطس	m ɣ tˤ s
مغطى	m ɣ tˤ aː
مغفرة	m ɣ f r a
مغفل	m ɣ f l
مغفور	m ɣ f u r
مغلاق	m ɣ l aː q
مغلف	m ɣ l f
مغلق	m ɣ l q
مغلق	m ɣ l q
مغلق	m ɣ l q
مغلوب	m ɣ l u b
مغلوبية	m ɣ l u b i a
مغلوط	m ɣ l u tˤ
مغمور	m ɣ m u r
مغموم	m ɣ m u m
مغمى	m ɣ m aː
مغمى	m ɣ m aː
مغن	m ɣ n
مغناطيس	m ɣ n aː tˤ i s
مغناطيس	m ɣ n aː tˤ i s
مغناطيسي	m ɣ n aː tˤ i s iː
مغناطيسي	m ɣ n aː tˤ i s iː
مغناطيسية	m ɣ n aː tˤ i s i a
مغناطيسية	m ɣ n aː tˤ i s i a
مغنط	m ɣ n tˤ
مغنم	m ɣ n m
مغنية	m ɣ n i a
مغنيسيا	m ɣ n i s i aː
مغنيسيوم	m ɣ n i s i w m
مغوار	m ɣ u aː r
مغيب	m ɣ i b
مغيب	m ɣ i b
مغيم	m ɣ i m
مفاجأة	m f aː dʒ ʔ a a
مفاعل	m f aː ʕ l
مفاوضة	m f aː w dˤ a
مفت	m f t
مفتاح	m f t aː ħ
مفترق	m f t r q
مفتش	m f t ʃ
مفتش	m f t ʃ
مفتعل	m f t ʕ l
مفر	m f r
مفرد	m f r d
مفرش	m f r ʃ
مفرط	m f r tˤ
مفرط	m f r tˤ
مفرغ	m f r ɣ
مفرغ	m f r ɣ
مفرغ	m f r ɣ
مفرغ	m f r ɣ
مفروشات	m f r u ʃ aː t
مفروض	m f r u dˤ
مفروغ	m f r u ɣ
مفسر	m f s r
مفسرون	m f s r u n
مفصل	m f sˤ l
مفصليات	m f sˤ l i aː t
مفقود	m f q u d
مفقود	m f q u d
مفك	m f k
مفلس	m f l s
مفلفل	m f l f l
مفهوم	m f h u m
مفوف	m f u f
مفيد	m f i d
مقابل	m q aː b l
مقابلة	m q aː b l a
مقارب	m q aː r b
مقارب	m q aː r b
مقارنة	m q aː r n a
مقاس	m q aː s
مقاس	m q aː s
مقاص	m q aː sˤ
مقاطعة	m q aː tˤ ʕ a
مقاعد	m q aː ʕ d
مقال	m q aː l
مقالة	m q aː l a
مقام	m q aː m
مقام	m q aː m
مقامة	m q aː m a
مقاود	m q aː w d
مقاولة	m q aː w l a
مقاومة	m q aː w m a
مقايسة	m q aː j s a
مقبرة	m q b r a
مقبرة	m q b r a
مقبول	m q b u l
مقتدر	m q t d r
مقتدر	m q t d r
مقتضى	m q t dˤ aː
مقداد	m q d aː d
مقدار	m q d aː r
مقدار	m q d aː r
مقدام	m q d aː m
مقدر	m q d r
مقدرة	m q d r a
مقدرة	m q d r a
مقدمة	m q d m a
مقدونس	m q d u n s
مقدوني	m q d u n iː
مقدونيا	m q d u n i aː
مقديشو	m q d i ʃ uː
مقديشو	m q d i ʃ uː
مقذاف	m q ð aː f
مقذوف	m q ð u f
مقذوفات	m q ð u f aː t
مقر	m q r
مقر	m q r
مقر	m q r
مقر	m q r
مقر	m q r
مقرئ	m q r ʔ i
مقرر	m q r r
مقرر	m q r r
مقرط	m q r tˤ
مقرف	m q r f
مقرم	m q r m
مقسم	m q s m
مقسوم	m q s u m
مقشدة	m q ʃ d a
مقشرة	m q ʃ r a
مقص	m q sˤ
مقصد	m q sˤ d
مقصد	m q sˤ d
مقصر	m q sˤ r
مقصر	m q sˤ r
مقصر	m q sˤ r
مقصر	m q sˤ r
مقصف	m q sˤ f
مقصلة	m q sˤ l a
مقصود	m q sˤ u d
مقصور	m q sˤ u r
مقطر	m q tˤ r
مقطع	m q tˤ ʕ
مقطعية	m q tˤ ʕ i a
مقطوع	m q tˤ u ʕ
مقع	m q ʕ
مقعد	m q ʕ d
مقعد	m q ʕ d
مقعدة	m q ʕ d a
مقعر	m q ʕ r
مقلاع	m q l aː ʕ
مقلاع	m q l aː ʕ
مقلد	m q l d
مقلد	m q l d
مقلد	m q l d
مقلق	m q l q
مقلي	m q l iː
مقلياثا	m q l i aː θ aː
مقمر	m q m r
مقنن	m q n n
مقهى	m q h aː
مقود	m q u d
مقولة	m q u l a
مقياس	m q i aː s
مقيد	m q i d
مقيد	m q i d
مقيل	m q i l
مقيم	m q i m
مكاء	m k aː ʔ
مكاتيب	m k aː t i b
مكار	m k aː r
مكار	m k aː r
مكاريوس	m k aː r i w s
مكافأة	m k aː f ʔ a a
مكافح	m k aː f ħ
مكالمة	m k aː l m a
مكان	m k aː n
مكة	m k a
مكتئب	m k t ʔ i b
مكتب	m k t b
مكتبات	m k t b aː t
مكتبة	m k t b a
مكتوب	m k t u b
مكتوبات	m k t u b aː t
مكتوبة	m k t u b a
مكتوبون	m k t u b u n
مكث	m k θ
مكث	m k θ
مكث	m k θ
مكحلة	m k ħ l a
مكحلة	m k ħ l a
مكدس	m k d s
مكدس	m k d s
مكرر	m k r r
مكرم	m k r m
مكسرات	m k s r aː t
مكسور	m k s u r
مكعب	m k ʕ b
مكلف	m k l f
مكمل	m k m l
مكمل	m k m l
مكن	m k n
مكن	m k n
مكناس	m k n aː s
مكنز	m k n z
مكنسة	m k n s a
مكنن	m k n n
مكوك	m k u k
مكون	m k u n
مكياج	m k i aː dʒ
مكياج	m k i aː dʒ
مكياج	m k i aː dʒ
مكياج	m k i aː dʒ
مكياج	m k i aː dʒ
مكياج	m k i aː dʒ
ملآن	m l ʔ aː n
ملأ	m l ʔ a
ملأ	m l ʔ a
ملأ	m l ʔ a
ملأك	m l ʔ a k
ملا	m l aː
ملائم	m l aː ʔ i m
ملاتيوس	m l aː t i w s
ملاحظ	m l aː ħ ðˤ
ملاحظ	m l aː ħ ðˤ
ملاحظة	m l aː ħ ðˤ a
ملاحقة	m l aː ħ q a
ملاذ	m l aː ð
ملاط	m l aː tˤ
ملاقاة	m l aː q aː a
ملاك	m l aː k
ملاك	m l aː k
ملاكمة	m l aː k m a
ملال	m l aː l
ملامح	m l aː m ħ
ملبار	m l b aː r
ملبس	m l b s
ملبوس	m l b u s
ملت	m l t
ملتقى	m l t q aː
ملجأ	m l dʒ ʔ a
ملح	m l ħ
ملحس	m l ħ s
ملحق	m l ħ q
ملحمة	m l ħ m a
ملحمي	m l ħ m iː
ملحن	m l ħ n
ملحون	m l ħ u n
ملزق	m l z q
ملعقة	m l ʕ q a
ملعون	m l ʕ u n
ملغى	m l ɣ aː
ملف	m l f
ملقن	m l q n
ملك	m l k
ملك	m l k
ملك	m l k
ملك	m l k
ملك	m l k
ملك	m l k
ملك	m l k
ملك	m l k
ملكة	m l k a
ملكة	m l k a
ملكوت	m l k u t
ملكي	m l k iː
ملكية	m l k i a
ملكية	m l k i a
ملل	m l l
ملمة	m l m a
ملموم	m l m u m
ملوحة	m l u ħ a
ملوخيا	m l u x i aː
ملوخية	m l u x i a
ملوكيا	m l u k i aː
ملوكية	m l u k i a
ملول	m l u l
ملون	m l u n
مليء	m l i ʔ
مليار	m l i aː r
مليق	m l i q
مليون	m l i w n
مليون	m l i w n
مما	m m aː
ممات	m m aː t
مماثل	m m aː θ l
مماثلة	m m aː θ l a
ممارسة	m m aː r s a
مماس	m m aː s
مماطلة	m m aː tˤ l a
ممتاز	m m t aː z
ممتلئ	m m t l ʔ i
ممتلكات	m m t l k aː t
ممثل	m m θ l
ممحاة	m m ħ aː a
ممحوق	m m ħ u q
ممرض	m m r dˤ
ممسح	m m s ħ
ممسح	m m s ħ
ممسح	m m s ħ
ممسحة	m m s ħ a
ممسوح	m m s u ħ
ممشى	m m ʃ aː
ممكن	m m k n
مملوك	m m l u k
ممن	m m n
ممنون	m m n u n
ممهد	m m h d
مميثا	m m i θ aː
مميز	m m i z
مميز	m m i z
من	m n
من	m n
من	m n
مناة	m n aː a
مناخي	m n aː x iː
منار	m n aː r
منارة	m n aː r a
منازل	m n aː z l
مناسب	m n aː s b
مناضل	m n aː dˤ l
مناظرة	m n aː ðˤ r a
مناعة	m n aː ʕ a
منافاة	m n aː f aː a
منافس	m n aː f s
منافع	m n aː f ʕ
منافق	m n aː f q
مناقض	m n aː q dˤ
مناقض	m n aː q dˤ
مناقيش	m n aː q i ʃ
مناكب	m n aː k b
منال	m n aː l
منالاوس	m n aː l aː w s
منام	m n aː m
مناورة	m n aː w r a
منبت	m n b t
منبت	m n b t
منبثق	m n b θ q
منبر	m n b r
منبع	m n b ʕ
منبه	m n b h
منتجع	m n t dʒ ʕ
منتخب	m n t x b
منتدى	m n t d aː
منتزه	m n t z h
منتصب	m n t sˤ b
منتصف	m n t sˤ f
منتظر	m n t ðˤ r
منتظم	m n t ðˤ m
منتظم	m n t ðˤ m
منتقض	m n t q dˤ
منجاة	m n dʒ aː a
منجنيق	m n dʒ n i q
منجى	m n dʒ aː
منحبكجي	m n ħ b k dʒ iː
منحدر	m n ħ d r
منحصر	m n ħ sˤ r
منحنى	m n ħ n aː
منحوس	m n ħ u s
منخفض	m n x f dˤ
مندفق	m n d f q
مندل	m n d l
منديل	m n d i l
منذ	m n ð
منذئذ	m n ð ʔ i ð
منذاك	m n ð aː k
منزل	m n z l
منزل	m n z l
منزل	m n z l
منزل	m n z l
منزل	m n z l
منزلق	m n z l q
منزو	m n z uː
منسأة	m n s ʔ a a
منسأة	m n s ʔ a a
منسف	m n s f
منسوب	m n s u b
منسوخ	m n s u x
منشأ	m n ʃ ʔ a
منشأة	m n ʃ ʔ a a
منشئ	m n ʃ ʔ i
منشار	m n ʃ aː r
منشار	m n ʃ aː r
منشار	m n ʃ aː r
منشد	m n ʃ d
منشغل	m n ʃ ɣ l
منشفة	m n ʃ f a
منشور	m n ʃ u r
منصب	m n sˤ b
منصوب	m n sˤ u b
منصور	m n sˤ u r
منضم	m n dˤ m
منطاد	m n tˤ aː d
منطقة	m n tˤ q a
منطقة	m n tˤ q a
منطقة	m n tˤ q a
منطقة	m n tˤ q a
منطقة	m n tˤ q a
منطقة	m n tˤ q a
منطقة	m n tˤ q a
منطقي	m n tˤ q iː
منظار	m n ðˤ aː r
منظرة	m n ðˤ r a
منظرة	m n ðˤ r a
منظمة	m n ðˤ m a
منظوم	m n ðˤ u m
منظومة	m n ðˤ u m a
منعطف	m n ʕ tˤ f
منعكس	m n ʕ k s
منعكس	m n ʕ k s
منغلق	m n ɣ l q
منغوليا	m n ɣ u l i aː
منغوليا	m n ɣ u l i aː
منفاخ	m n f aː x
منفذ	m n f ð
منفس	m n f s
منفضة	m n f dˤ a
منفعة	m n f ʕ a
منفعل	m n f ʕ l
منفور	m n f u r
منفي	m n f iː
منقار	m n q aː r
منقار	m n q aː r
منقار	m n q aː r
منقرض	m n q r dˤ
منقسم	m n q s m
منقض	m n q dˤ
منقض	m n q dˤ
منقول	m n q u l
منقول	m n q u l
منكب	m n k b
منكر	m n k r
منكوس	m n k u s
منهج	m n h dʒ
منهج	m n h dʒ
منهل	m n h l
منور	m n u r
منور	m n u r
منون	m n u n
منيب	m n i b
منية	m n i a
منية	m n i a
منير	m n i r
منيرة	m n i r a
منيع	m n i ʕ
مهاب	m h aː b
مهابة	m h aː b a
مهاجر	m h aː dʒ r
مهاجم	m h aː dʒ m
مهاد	m h aː d
مهارة	m h aː r a
مهارة	m h aː r a
مهبط	m h b tˤ
مهبل	m h b l
مهبل	m h b l
مهبل	m h b l
مهبلي	m h b l iː
مهدب	m h d b
مهدد	m h d d
مهدي	m h d iː
مهذار	m h ð aː r
مهراس	m h r aː s
